date,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_24h,soil_moisture,temperature,humidity,elevation,slope,aspect,land_cover,historical_landslide_density,landslide
2023-04-07 12:00:00,28.23335,90.01357,11.93,81.31,153.26,45.33,26.43,67.65,1309.74,38.57,267.94,Forest,0.4294,1
2023-04-08 00:00:00,23.14963,96.77594,9.83,69.42,282.96,84.22,26.03,69.14,235.02,39.19,261.6,Forest,0.2168,1
2023-04-08 12:00:00,23.34451,92.1609,18.34,88.09,121.84,89.95,16.1,74.93,1054.15,19.31,95.4,Forest,0.4565,1
2023-04-09 00:00:00,26.49537,94.07063,17.44,71.97,82.04,37.13,18.62,75.43,340.43,31.26,127.82,Forest,0.8274,0
2023-04-09 12:00:00,28.55922,88.02193,24.84,65.07,215.96,51.82,21.98,84.38,373.25,22.39,344.61,Agriculture,0.5697,1
2023-04-10 00:00:00,23.47326,97.437,42.74,90.71,216.32,61.61,19.37,60.75,2169.72,27.9,37.56,Forest,0.6903,1
2023-04-10 12:00:00,24.32743,90.66852,27.99,39.68,92.28,73.07,17.68,69.1,1138.5,11.23,65.93,Shrubland,0.1771,0
2023-04-11 00:00:00,27.83054,88.5896,52.58,201.95,471.53,29.11,13.64,74.22,1234.81,32.47,154.81,Agriculture,0.4115,1
2023-04-11 12:00:00,29.2887,92.35349,23.42,63.13,340.4,28.75,16.27,73.7,80.0,5.31,101.56,Agriculture,0.0475,1
2023-04-12 00:00:00,25.75556,89.22579,89.22,236.92,249.43,78.5,21.72,100.0,711.95,3.04,233.64,Forest,0.3502,1
2023-04-12 12:00:00,23.07923,89.4471,51.68,100.26,142.72,25.22,22.65,79.51,1399.79,23.54,248.62,Forest,0.4,1
2023-04-13 00:00:00,22.10452,94.00669,35.34,61.73,133.28,53.3,19.03,55.07,1226.19,22.47,189.5,Built-up,0.3954,1
2023-04-13 12:00:00,23.72242,91.73281,42.85,144.88,244.57,66.38,23.39,84.17,80.0,28.27,220.03,Forest,0.5271,1
2023-04-14 00:00:00,22.98867,96.7576,18.77,76.64,165.74,68.57,20.83,86.07,1234.64,17.21,156.03,Agriculture,0.3977,1
2023-04-14 12:00:00,27.08244,91.03199,24.52,209.53,284.43,58.11,28.45,76.15,1338.26,47.63,273.74,Agriculture,0.1898,1
2023-04-15 00:00:00,22.91374,94.89871,23.76,49.57,78.78,53.54,22.19,60.69,1934.45,26.93,15.16,Shrubland,0.2435,1
2023-04-15 12:00:00,25.79747,92.38044,15.47,120.39,229.19,76.75,26.48,100.0,674.1,27.79,112.64,Forest,0.3731,1
2023-04-16 00:00:00,27.20697,94.26954,8.19,116.86,230.11,64.69,24.02,63.26,80.0,27.37,246.39,Forest,0.4029,1
2023-04-16 12:00:00,26.35837,93.69711,44.54,118.01,261.68,50.4,15.99,86.77,452.1,37.03,118.67,Shrubland,0.8432,1
2023-04-17 00:00:00,23.49832,92.49145,58.48,167.76,193.21,65.77,22.55,81.09,386.91,31.91,28.27,Shrubland,0.5243,1
2023-04-17 12:00:00,28.03093,97.02558,40.06,80.49,143.44,70.47,16.82,86.93,1578.86,30.3,124.2,Agriculture,0.1982,1
2023-04-18 00:00:00,27.36555,91.25578,27.92,49.44,99.95,95.72,22.46,100.0,80.0,33.83,256.14,Agriculture,0.4408,1
2023-04-18 12:00:00,27.54238,89.68374,116.47,144.9,169.88,87.7,19.27,87.25,808.57,3.1,43.91,Built-up,0.0473,1
2023-04-19 00:00:00,22.98293,94.44189,17.03,63.14,125.3,84.34,24.91,71.4,2026.77,3.56,260.87,Built-up,0.2884,1
2023-04-19 12:00:00,22.92815,96.03707,36.24,112.37,142.97,50.14,16.29,92.99,1104.69,24.09,279.16,Agriculture,0.1554,1
2023-04-20 00:00:00,28.95672,88.38241,64.38,87.26,108.35,55.24,23.07,68.93,1682.61,22.63,228.71,Forest,0.4055,0
2023-04-20 12:00:00,24.98184,92.27151,10.88,44.55,171.3,54.6,25.86,80.02,80.0,31.96,87.92,Forest,0.4293,1
2023-04-21 00:00:00,24.25712,96.47863,47.01,71.53,123.9,60.77,27.54,59.94,80.0,25.24,289.91,Shrubland,0.4262,1
2023-04-21 12:00:00,25.66438,95.12138,93.15,178.83,219.53,49.02,19.18,62.98,2034.21,31.98,77.2,Shrubland,0.4124,1
2023-04-22 00:00:00,26.97148,97.42217,29.76,176.7,344.89,86.89,23.09,80.06,1165.79,10.05,326.1,Forest,0.1101,1
2023-04-22 12:00:00,29.16717,93.04843,33.86,52.21,167.87,79.73,23.92,84.14,1167.13,24.87,254.39,Shrubland,0.0871,1
2023-04-23 00:00:00,24.14835,94.26996,17.12,82.64,91.44,53.94,30.74,53.86,373.2,8.91,19.7,Forest,0.333,0
2023-04-23 12:00:00,28.93606,90.87356,42.49,135.61,235.77,75.93,15.59,85.76,1165.51,29.64,287.74,Forest,0.4397,1
2023-04-24 00:00:00,22.18645,97.00159,15.13,52.83,152.64,64.27,18.44,66.74,355.14,2.46,182.32,Agriculture,0.2434,0
2023-04-24 12:00:00,26.16399,91.48019,28.41,40.76,100.87,75.81,37.02,96.71,1871.47,29.18,162.95,Forest,0.3831,1
2023-04-25 00:00:00,26.75481,95.01585,7.15,108.54,166.85,31.97,21.63,71.67,2873.09,7.37,151.38,Shrubland,0.252,1
2023-04-25 12:00:00,22.79423,91.82983,1.06,12.63,28.07,55.21,13.55,62.03,1414.56,20.4,218.39,Shrubland,0.3003,1
2023-04-26 00:00:00,23.05255,93.33728,20.21,142.01,409.56,59.26,20.09,79.02,687.28,35.74,260.85,Shrubland,0.2879,1
2023-04-26 12:00:00,25.14336,94.83793,19.93,44.0,105.97,72.86,9.16,65.82,80.0,27.73,322.55,Forest,0.0968,1
2023-04-27 00:00:00,29.24674,92.83487,21.69,31.55,127.8,48.03,24.2,95.17,80.0,5.25,98.26,Shrubland,0.6075,0
2023-04-27 12:00:00,26.47032,96.61732,50.59,80.81,145.54,14.07,27.05,75.71,2110.66,16.93,227.08,Forest,0.2617,1
2023-04-28 00:00:00,28.99767,91.98336,59.63,102.98,144.27,43.52,18.44,75.05,431.03,6.98,247.08,Agriculture,0.2039,1
2023-04-28 12:00:00,28.03271,94.14718,37.38,87.89,221.52,61.26,20.65,86.35,858.96,4.66,242.93,Forest,0.6856,1
2023-04-29 00:00:00,25.50536,91.25244,48.1,117.55,201.02,65.05,27.62,64.18,1525.96,26.41,177.48,Built-up,0.1307,1
2023-04-29 12:00:00,27.88573,91.87749,15.53,69.46,131.85,93.54,14.25,61.63,2063.49,31.72,140.77,Agriculture,0.1205,1
2023-04-30 00:00:00,22.13378,92.18048,12.32,151.42,246.92,71.13,16.39,84.27,970.27,30.29,274.46,Forest,0.4885,1
2023-04-30 12:00:00,22.81858,89.19517,43.12,84.93,154.43,64.81,21.86,62.84,836.97,32.23,108.0,Forest,0.269,1
2023-05-01 00:00:00,28.22071,88.87137,10.74,66.79,291.39,58.64,19.24,62.53,1146.55,24.86,74.9,Forest,0.3968,1
2023-05-01 12:00:00,27.97613,94.34115,9.59,62.26,192.75,81.23,21.53,90.78,692.04,21.72,196.5,Agriculture,0.2737,1
2023-05-02 00:00:00,23.74481,94.22742,157.44,166.06,273.07,65.09,16.68,85.61,727.02,12.12,96.34,Agriculture,0.5112,1
2023-05-02 12:00:00,25.98077,94.29764,31.27,46.55,64.08,58.95,24.07,60.39,1367.72,19.72,11.96,Agriculture,0.1128,1
2023-05-03 00:00:00,26.54512,88.18778,19.94,66.18,175.87,38.61,22.25,68.26,1220.44,9.14,18.57,Agriculture,0.4644,1
2023-05-03 12:00:00,28.50804,91.1022,18.06,79.14,186.89,88.55,25.75,66.78,2485.54,14.86,250.2,Shrubland,0.3636,1
2023-05-04 00:00:00,26.5233,89.87919,7.37,12.61,43.72,66.73,24.0,100.0,1385.25,26.07,350.33,Agriculture,0.2016,1
2023-05-04 12:00:00,25.09429,95.39244,36.8,180.13,197.23,48.27,24.03,90.1,1848.24,23.59,163.69,Forest,0.096,1
2023-05-05 00:00:00,24.80638,96.17599,23.38,88.03,214.81,58.52,15.77,72.03,403.66,55.0,52.94,Shrubland,0.1195,1
2023-05-05 12:00:00,25.19412,90.34346,58.46,102.75,240.71,75.21,25.46,86.83,1441.35,8.85,294.51,Shrubland,0.037,1
2023-05-06 00:00:00,26.88948,94.34457,44.1,106.64,151.11,58.28,21.35,58.93,630.06,23.5,94.12,Agriculture,0.4484,0
2023-05-06 12:00:00,28.50618,89.22895,22.73,51.54,94.31,50.04,22.17,68.08,1357.04,7.92,358.43,Forest,0.4598,1
2023-05-07 00:00:00,25.40423,90.61395,3.52,54.44,136.83,45.34,28.24,78.73,1547.53,20.35,202.78,Forest,0.79,1
2023-05-07 12:00:00,23.8588,89.31722,31.33,88.37,140.6,68.54,19.4,84.76,1132.41,20.83,83.75,Forest,0.4061,1
2023-05-08 00:00:00,23.77497,90.69345,29.21,131.41,148.1,54.34,29.76,76.35,2664.76,35.14,178.56,Built-up,0.1169,1
2023-05-08 12:00:00,27.59511,94.41,2.61,41.58,72.36,49.24,30.22,80.93,2028.19,19.6,120.74,Shrubland,0.3695,1
2023-05-09 00:00:00,28.12427,96.64811,40.49,52.4,146.1,36.14,26.76,77.9,1865.21,22.7,280.61,Forest,0.4176,1
2023-05-09 12:00:00,22.78959,89.92396,10.38,31.41,63.82,60.8,18.1,75.75,1596.79,19.84,38.09,Forest,0.4816,1
2023-05-10 00:00:00,22.49919,93.14975,60.58,97.13,239.92,61.65,12.07,73.94,2246.18,8.19,308.52,Shrubland,0.2994,1
2023-05-10 12:00:00,26.45825,94.66322,27.84,41.13,147.64,54.91,28.39,71.78,165.97,17.17,276.24,Agriculture,0.5003,0
2023-05-11 00:00:00,23.0963,97.05276,17.62,36.63,133.1,64.09,23.56,81.45,1990.68,20.42,310.09,Built-up,0.2055,1
2023-05-11 12:00:00,28.18498,93.79557,34.77,55.96,137.07,77.13,19.27,84.61,455.69,25.89,322.2,Agriculture,0.3661,1
2023-05-12 00:00:00,24.32751,90.42352,33.17,67.78,107.47,76.01,28.87,81.58,733.18,31.71,82.72,Agriculture,0.2213,1
2023-05-12 12:00:00,23.07904,93.94204,32.25,96.31,213.37,72.92,18.69,62.15,1464.91,22.18,187.56,Forest,0.3516,1
2023-05-13 00:00:00,28.90728,91.04467,55.13,88.44,127.15,59.8,20.88,64.01,1901.59,21.97,305.97,Forest,0.3124,1
2023-05-13 12:00:00,23.24149,97.27322,36.37,103.54,251.85,51.02,25.62,83.14,350.18,4.35,135.86,Shrubland,0.3416,1
2023-05-14 00:00:00,24.1354,91.79692,16.28,60.6,262.21,39.08,17.43,97.56,766.85,31.48,21.75,Agriculture,0.3763,0
2023-05-14 12:00:00,23.1521,94.51156,23.96,43.56,126.66,49.01,22.45,79.58,1163.4,16.65,104.99,Forest,0.4854,1
2023-05-15 00:00:00,22.86618,88.22066,75.75,133.49,317.53,67.48,28.45,72.61,978.86,33.97,87.09,Agriculture,0.2117,1
2023-05-15 12:00:00,22.15861,91.80058,15.01,66.42,97.6,44.08,24.06,80.34,1655.12,40.8,313.22,Forest,0.3899,1
2023-05-16 00:00:00,22.41547,96.31352,40.02,108.45,215.81,64.72,29.24,62.32,3333.35,22.75,166.98,Forest,0.3346,1
2023-05-16 12:00:00,23.30981,93.79716,56.55,135.09,208.56,45.48,28.67,95.6,1372.56,12.72,246.08,Forest,0.2175,1
2023-05-17 00:00:00,22.40036,92.21746,42.87,147.25,275.55,29.92,23.04,79.11,622.12,24.8,346.36,Agriculture,0.1905,1
2023-05-17 12:00:00,26.43358,96.89141,31.48,97.07,106.52,78.17,11.32,69.54,257.27,29.18,107.71,Agriculture,0.3742,1
2023-05-18 00:00:00,27.10536,96.11285,35.28,85.44,208.47,52.75,17.47,75.3,888.58,21.21,274.03,Shrubland,0.6196,1
2023-05-18 12:00:00,24.95223,91.06105,44.84,113.49,156.51,46.64,26.82,69.95,488.84,18.23,8.2,Agriculture,0.1406,0
2023-05-19 00:00:00,24.38493,93.17321,14.85,45.56,121.82,37.91,15.25,95.26,1403.91,31.76,37.48,Agriculture,0.2671,1
2023-05-19 12:00:00,25.78395,92.65333,29.35,58.21,322.76,69.98,21.37,75.67,1393.81,30.97,58.27,Forest,0.6418,1
2023-05-20 00:00:00,28.56254,94.00592,116.04,230.07,340.01,99.0,24.69,82.13,798.94,20.84,112.47,Agriculture,0.1374,1
2023-05-20 12:00:00,28.38349,91.17406,40.92,69.08,168.93,54.85,30.35,85.77,2390.22,5.15,145.08,Forest,0.2784,1
2023-05-21 00:00:00,22.32606,90.31995,32.34,54.02,148.09,57.57,20.12,67.51,621.96,30.48,171.73,Shrubland,0.3842,1
2023-05-21 12:00:00,23.36124,96.67038,22.04,87.61,246.62,82.08,19.78,81.82,1022.37,15.79,88.32,Forest,0.4562,1
2023-05-22 00:00:00,23.77559,96.77681,15.0,45.92,177.3,23.59,22.74,80.02,1515.46,27.57,23.84,Forest,0.8227,1
2023-05-22 12:00:00,23.87041,96.01157,36.16,114.15,208.98,99.0,24.75,58.19,1679.84,26.81,243.91,Shrubland,0.3007,1
2023-05-23 00:00:00,26.28424,97.29294,38.04,137.29,223.75,99.0,22.23,83.49,1930.42,2.33,8.52,Forest,0.4163,1
2023-05-23 12:00:00,25.12197,95.07742,27.85,52.27,134.53,7.21,28.25,74.72,1378.52,25.97,291.41,Shrubland,0.2969,1
2023-05-24 00:00:00,22.36941,95.26434,146.91,218.13,288.56,73.68,19.0,80.5,1783.09,31.17,334.5,Agriculture,0.3402,1
2023-05-24 12:00:00,24.80211,95.24461,16.19,43.8,68.83,45.56,23.6,77.78,667.68,32.65,255.73,Shrubland,0.0513,1
2023-05-25 00:00:00,25.92815,92.56577,12.99,50.16,158.43,54.26,25.23,81.34,1696.75,26.41,214.55,Forest,0.4595,0
2023-05-25 12:00:00,22.76254,92.3363,22.3,78.14,124.88,52.31,21.0,96.34,1688.07,2.0,236.53,Forest,0.3675,0
2023-05-26 00:00:00,28.25094,90.28215,28.55,57.46,121.46,77.66,27.2,62.37,2083.38,40.32,234.8,Forest,0.6701,1
2023-05-26 12:00:00,22.38971,94.12578,14.31,66.54,204.12,57.47,23.74,73.08,80.0,29.93,335.41,Agriculture,0.205,1
2023-05-27 00:00:00,28.93631,90.74854,35.52,75.12,146.83,44.04,26.94,86.53,510.33,10.56,347.15,Agriculture,0.225,0
2023-05-27 12:00:00,22.74335,90.44918,38.41,117.61,185.1,59.17,23.97,84.69,1635.04,15.55,153.62,Forest,0.5411,1
2023-05-28 00:00:00,28.32681,93.56663,48.66,128.0,211.29,74.13,24.88,85.14,80.0,27.77,222.15,Agriculture,0.465,1
2023-05-28 12:00:00,28.7699,91.89483,19.44,48.47,106.18,36.66,19.84,100.0,1419.8,33.16,289.01,Shrubland,0.5975,1
2023-05-29 00:00:00,29.34678,90.07914,71.53,128.29,389.11,33.66,19.85,85.28,1788.87,19.14,0.37,Built-up,0.8167,1
2023-05-29 12:00:00,28.01519,95.75253,46.37,134.07,371.6,99.0,29.12,95.78,725.36,34.91,189.73,Forest,0.5055,1
2023-05-30 00:00:00,27.84608,96.17541,15.9,34.63,268.08,47.06,26.18,73.05,820.38,3.49,235.04,Shrubland,0.1451,1
2023-05-30 12:00:00,26.81862,89.59315,14.25,53.67,147.96,56.96,17.89,63.95,401.81,12.49,258.19,Shrubland,0.3067,1
2023-05-31 00:00:00,27.84247,88.07132,23.56,78.55,122.82,52.87,23.9,73.24,760.99,2.0,132.76,Forest,0.1751,0
2023-05-31 12:00:00,23.00914,91.19323,38.48,56.48,196.62,73.58,11.13,88.65,779.83,14.23,106.43,Forest,0.1692,1
2023-06-01 00:00:00,26.02051,95.57635,42.62,74.54,132.61,98.57,20.13,85.62,656.15,43.1,65.57,Forest,0.6839,1
2023-06-01 12:00:00,25.85667,95.97215,46.31,175.96,324.65,75.16,27.81,84.4,620.51,49.69,200.81,Shrubland,0.1894,1
2023-06-02 00:00:00,28.43179,89.31413,111.21,139.31,181.84,40.98,22.37,74.05,923.85,27.82,330.95,Agriculture,0.3719,1
2023-06-02 12:00:00,25.471,95.35619,5.01,35.71,134.98,30.92,23.59,71.31,915.98,17.34,322.55,Agriculture,0.3213,0
2023-06-03 00:00:00,24.88817,89.09919,27.26,92.31,255.53,53.29,7.92,75.15,2318.19,22.34,129.59,Forest,0.4981,1
2023-06-03 12:00:00,26.79672,91.70559,105.19,121.23,181.92,65.26,21.04,88.41,843.78,30.68,92.83,Agriculture,0.2676,1
2023-06-04 00:00:00,23.99847,97.48679,50.23,90.31,150.82,29.59,24.69,88.25,1323.7,6.24,283.97,Forest,0.3602,1
2023-06-04 12:00:00,23.04826,89.82961,12.26,34.13,53.12,75.86,25.33,64.71,725.03,18.13,260.99,Built-up,0.5828,1
2023-06-05 00:00:00,25.58408,89.46265,34.2,86.36,130.02,40.38,27.81,87.69,716.76,42.22,181.92,Forest,0.6759,1
2023-06-05 12:00:00,25.12667,92.0166,26.0,27.4,120.36,90.99,21.95,70.44,80.0,12.45,140.05,Agriculture,0.3545,1
2023-06-06 00:00:00,23.74427,93.88685,25.27,72.29,175.68,97.45,22.17,86.44,80.0,16.01,44.57,Built-up,0.1993,1
2023-06-06 12:00:00,24.75634,96.86256,19.13,75.22,189.59,55.33,16.34,75.08,315.45,25.16,282.65,Agriculture,0.3726,1
2023-06-07 00:00:00,24.74794,97.3178,32.16,64.74,76.87,70.64,21.98,100.0,1219.4,28.4,222.29,Agriculture,0.1216,1
2023-06-07 12:00:00,24.45622,88.66159,62.78,97.01,155.3,40.89,16.69,71.19,1799.51,17.5,135.68,Forest,0.4929,1
2023-06-08 00:00:00,24.84598,89.31098,20.6,50.03,71.42,72.95,13.76,81.15,80.0,25.92,330.76,Agriculture,0.6405,1
2023-06-08 12:00:00,27.14308,95.51201,46.55,86.22,175.8,53.62,17.57,86.17,743.1,32.3,237.48,Shrubland,0.2622,1
2023-06-09 00:00:00,24.22657,90.57101,52.37,167.41,182.87,42.54,30.54,64.89,211.52,48.54,334.53,Forest,0.8203,1
2023-06-09 12:00:00,29.11643,96.40607,71.14,152.04,180.01,60.75,21.65,77.02,928.22,23.49,170.79,Built-up,0.3296,1
2023-06-10 00:00:00,28.87261,94.30281,14.03,53.68,183.5,50.37,24.1,73.79,1799.25,24.5,163.66,Forest,0.5127,1
2023-06-10 12:00:00,25.60683,89.06253,30.26,62.19,110.2,55.13,20.43,70.56,809.53,43.33,337.41,Forest,0.5918,1
2023-06-11 00:00:00,24.46271,95.90903,17.3,93.07,278.16,79.07,14.05,72.8,1069.11,18.41,345.52,Built-up,0.2943,1
2023-06-11 12:00:00,26.01576,89.67539,32.21,81.94,198.43,46.16,27.68,92.88,2045.9,9.11,345.88,Forest,0.203,1
2023-06-12 00:00:00,28.3642,92.02321,32.04,49.63,110.59,96.55,12.14,71.45,1397.64,28.0,294.8,Forest,0.34,1
2023-06-12 12:00:00,26.89441,93.24576,11.02,47.2,191.4,32.82,20.23,84.57,605.94,37.91,166.47,Forest,0.4482,1
2023-06-13 00:00:00,28.03294,92.75728,33.65,140.67,205.78,94.35,22.73,84.12,1203.29,29.33,75.71,Agriculture,0.6022,1
2023-06-13 12:00:00,25.99542,94.51855,114.86,178.11,302.83,51.45,24.15,58.01,562.09,23.84,138.04,Agriculture,0.245,1
2023-06-14 00:00:00,26.74688,94.20052,42.74,74.95,116.79,63.11,19.37,85.42,1373.31,7.62,337.79,Forest,0.4465,1
2023-06-14 12:00:00,24.16117,97.4244,8.93,20.01,169.98,49.27,13.81,57.67,1434.97,24.3,130.88,Shrubland,0.5553,1
2023-06-15 00:00:00,27.5117,97.49451,13.25,65.22,82.31,52.72,18.99,86.43,211.35,39.8,272.42,Shrubland,0.2902,1
2023-06-15 12:00:00,23.51803,92.90636,29.1,73.6,101.54,77.52,19.26,71.78,1213.85,10.19,332.28,Agriculture,0.6771,1
2023-06-16 00:00:00,27.21099,88.90439,13.54,52.24,84.86,89.62,19.13,79.6,1023.58,22.06,349.34,Agriculture,0.243,1
2023-06-16 12:00:00,28.45539,94.91451,68.6,144.95,190.66,90.04,27.85,61.38,1454.04,20.35,341.16,Built-up,0.0934,1
2023-06-17 00:00:00,22.99077,97.27831,7.87,71.67,167.06,50.85,16.93,79.26,1640.38,16.63,199.82,Forest,0.4162,1
2023-06-17 12:00:00,26.60785,91.0241,42.96,54.42,129.09,66.84,24.5,91.32,1410.34,27.98,177.08,Forest,0.2541,1
2023-06-18 00:00:00,22.71322,92.38148,6.21,50.9,176.62,43.1,23.79,65.86,902.92,30.32,355.55,Shrubland,0.1498,1
2023-06-18 12:00:00,27.44287,92.03538,28.75,43.24,208.0,41.62,27.8,68.58,1706.66,30.19,78.54,Forest,0.4415,0
2023-06-19 00:00:00,22.6337,88.48848,11.78,41.62,56.73,36.49,22.33,83.19,532.51,13.28,67.51,Shrubland,0.2884,1
2023-06-19 12:00:00,29.01955,94.38651,48.58,62.06,240.35,55.08,26.96,84.47,241.66,5.25,346.75,Forest,0.7788,1
2023-06-20 00:00:00,23.03056,91.35671,61.01,74.95,138.94,70.31,22.14,44.44,80.0,28.15,248.11,Forest,0.2063,1
2023-06-20 12:00:00,29.1916,95.48091,38.4,95.04,325.51,24.37,25.17,100.0,1054.41,18.93,193.07,Built-up,0.1513,1
2023-06-21 00:00:00,28.00663,95.90514,62.92,115.6,155.86,64.62,15.49,85.63,565.99,47.06,47.54,Forest,0.5743,1
2023-06-21 12:00:00,26.45262,95.80169,1.73,43.96,54.56,88.53,9.81,89.18,1358.54,47.61,184.77,Shrubland,0.1099,0
2023-06-22 00:00:00,27.86968,91.95833,33.33,61.09,178.51,84.44,24.89,77.21,80.0,48.89,339.92,Agriculture,0.3782,1
2023-06-22 12:00:00,27.96336,91.05468,42.52,55.05,167.37,51.4,25.16,51.6,679.33,13.72,217.04,Forest,0.2031,1
2023-06-23 00:00:00,29.0952,95.1138,46.48,76.42,105.06,35.64,25.38,86.23,1405.68,31.83,145.67,Forest,0.6068,1
2023-06-23 12:00:00,23.90038,95.6132,40.75,93.61,125.02,72.09,20.38,70.69,430.61,35.45,198.4,Forest,0.3199,1
2023-06-24 00:00:00,26.42557,92.66695,47.19,99.17,231.48,17.31,30.45,83.48,1366.02,34.1,319.01,Shrubland,0.2291,0
2023-06-24 12:00:00,22.71287,96.48379,33.05,138.59,237.33,84.17,20.7,76.15,737.94,20.75,328.63,Forest,0.3301,1
2023-06-25 00:00:00,26.62124,89.36713,9.02,104.65,163.68,54.81,25.1,81.07,1078.67,40.35,144.03,Shrubland,0.2829,1
2023-06-25 12:00:00,23.28468,96.35115,19.01,62.51,168.53,96.91,25.97,69.0,1486.85,25.01,218.9,Forest,0.1791,1
2023-06-26 00:00:00,26.23713,88.9129,68.83,98.53,190.28,31.72,31.59,88.69,1719.32,26.54,100.51,Forest,0.2799,0
2023-06-26 12:00:00,26.29323,89.45849,63.7,86.05,120.61,84.01,21.41,62.56,1160.12,6.55,162.39,Forest,0.1534,1
2023-06-27 00:00:00,25.49489,93.07148,41.97,52.64,191.84,61.03,19.73,100.0,570.89,32.74,79.16,Forest,0.2062,1
2023-06-27 12:00:00,25.91974,88.64143,49.3,65.33,186.42,57.3,15.51,100.0,802.27,21.88,191.33,Forest,0.3534,1
2023-06-28 00:00:00,27.72943,88.50167,58.69,111.61,187.57,37.65,30.76,99.74,1514.02,30.58,208.17,Built-up,0.2545,1
2023-06-28 12:00:00,27.99434,88.00493,41.62,108.54,240.91,74.91,25.11,96.6,436.19,27.82,121.62,Forest,0.6998,1
2023-06-29 00:00:00,25.69115,92.14501,67.53,102.17,351.69,79.63,25.27,77.8,984.26,27.17,97.96,Shrubland,0.1097,1
2023-06-29 12:00:00,26.49695,95.35893,66.03,247.02,278.09,99.0,38.58,96.28,849.18,24.45,54.37,Shrubland,0.6466,1
2023-06-30 00:00:00,28.98427,88.33096,138.28,154.45,215.62,94.75,24.63,78.39,1032.81,34.44,50.24,Agriculture,0.3236,1
2023-06-30 12:00:00,22.898,94.19645,19.69,29.31,92.89,48.48,16.49,55.67,443.97,22.61,256.13,Shrubland,0.5343,1
2023-07-01 00:00:00,22.87828,95.81971,19.99,198.94,329.31,40.32,22.02,98.06,80.0,7.54,79.79,Forest,0.383,1
2023-07-01 12:00:00,22.65782,89.59601,39.43,51.36,96.59,35.36,18.13,92.57,1438.48,31.83,42.47,Shrubland,0.5818,0
2023-07-02 00:00:00,26.93397,89.39521,101.19,135.47,260.82,99.0,21.02,79.51,1726.69,15.29,359.59,Forest,0.5659,1
2023-07-02 12:00:00,25.13956,96.17761,71.11,95.1,144.94,50.97,20.99,60.4,80.0,9.11,93.57,Agriculture,0.249,1
2023-07-03 00:00:00,27.80741,95.81968,53.59,109.36,137.17,94.04,20.06,71.49,1339.8,12.73,322.58,Forest,0.19,0
2023-07-03 12:00:00,27.03424,93.11995,74.37,106.65,186.04,77.43,16.03,53.38,1804.07,28.4,219.31,Agriculture,0.0553,1
2023-07-04 00:00:00,24.50228,95.7824,43.07,110.13,159.08,69.77,30.96,91.72,1487.34,23.84,257.43,Shrubland,0.3471,1
2023-07-04 12:00:00,28.73775,88.88118,23.79,101.2,186.59,54.72,24.49,55.29,829.16,2.0,201.93,Agriculture,0.215,1
2023-07-05 00:00:00,27.71899,91.74757,117.64,128.2,229.09,85.33,21.87,83.28,486.73,20.4,65.09,Forest,0.5162,1
2023-07-05 12:00:00,24.02901,95.00908,40.84,62.57,78.94,62.59,26.79,66.32,1152.64,39.03,304.94,Agriculture,0.6624,1
2023-07-06 00:00:00,24.73144,90.44579,65.06,136.17,189.91,58.42,25.36,57.95,1261.06,19.58,298.07,Agriculture,0.4141,1
2023-07-06 12:00:00,24.3583,95.14712,1.71,89.87,169.31,72.12,24.38,81.94,1162.27,23.01,125.89,Shrubland,0.1278,1
2023-07-07 00:00:00,23.18209,92.7897,2.33,51.1,183.87,55.4,26.42,73.1,982.91,37.52,274.99,Forest,0.265,1
2023-07-07 12:00:00,23.10838,95.12753,34.11,92.85,214.57,46.13,23.67,89.04,396.28,34.55,195.49,Forest,0.3962,1
2023-07-08 00:00:00,29.02096,92.41446,13.54,123.58,160.82,71.62,26.35,60.83,1374.75,37.26,327.26,Forest,0.6247,1
2023-07-08 12:00:00,25.28428,91.49509,36.48,69.07,135.14,61.1,26.77,67.45,1406.06,2.0,289.02,Agriculture,0.3179,0
2023-07-09 00:00:00,24.8749,90.0823,19.97,68.35,173.02,70.17,23.81,45.08,1230.53,45.8,14.76,Forest,0.5785,1
2023-07-09 12:00:00,27.47264,89.9796,151.21,246.91,309.44,67.07,21.9,47.77,1172.15,32.64,316.54,Agriculture,0.1264,1
2023-07-10 00:00:00,26.14745,95.13916,61.59,161.33,201.83,41.21,30.65,100.0,2191.51,54.54,348.68,Agriculture,0.1974,1
2023-07-10 12:00:00,29.02105,89.12965,79.18,119.09,191.59,99.0,20.61,100.0,694.15,15.61,267.18,Agriculture,0.5646,1
2023-07-11 00:00:00,27.85226,88.81683,3.1,25.44,123.16,89.3,24.96,80.76,1932.93,3.84,43.17,Agriculture,0.2351,1
2023-07-11 12:00:00,25.59527,89.67477,53.09,92.66,126.78,82.05,25.07,67.57,622.88,25.09,290.66,Shrubland,0.3631,1
2023-07-12 00:00:00,24.8227,89.66579,26.09,68.6,181.42,53.37,19.95,73.49,1820.82,21.7,233.1,Shrubland,0.5609,1
2023-07-12 12:00:00,29.39974,95.81952,80.19,101.83,184.8,61.62,18.96,90.31,1901.69,32.84,121.98,Forest,0.2766,1
2023-07-13 00:00:00,27.3832,91.78581,47.83,72.32,188.03,91.39,21.23,72.37,909.52,37.9,318.25,Agriculture,0.2388,1
